id	age	gender	engagement	mem.edu	zip	channel	progressivism	harm	fair	in.group	authority	purity	account.age	region	public.sector	sustainability	localism	pub.greater.priv	experience.more.important	teachers.underpaid	main.focal.value	support.of.focal.value
460	68	female	Highly Engaged	4	98569	Branch	0.75	3.5	4	2.75	2.75	3.5	35.463	W WA Non Metro	yes	3	4	2	4	5	Hunger/Poverty	4.40092148115167
461	55	female	Engaged	4	98466	Branch	1.45833333333333	3.5	3.25	2.75	1.75	1.25	23.578	W WA Metro	yes	3.16666666666667	5.25	3	5	6	Arts & culture	28.7399856722228
464	49	male	Engaged	4	98117	Branch	0.125	2	3.25	3	3.25	1.25	3.43	W WA Metro	no	6	5	2	5	6	Environment	14.8376205998138
465	35	female	Not Engaged	4	NA	Branch	0.666666666666667	4.5	4	3	4	3.75	1.899	E WA Metro	no	3.83333333333333	5.25	6	4	6	Education	38.9595506153863
466	25	male	Not Engaged	3	98026	Branch	0.875	3.25	3	2	2.5	2.25	15.258	W WA Metro	no	4.33333333333333	4	3	6	4	Health (i.e. cancer research)	9.12638644880421
468	26	female	Engaged	4	NA	Branch	1.125	3.5	2.75	2.75	1.25	2	8.227	Thurston	no	6	6	1	6	6	Environment	14.8376205998138
469	61	female	Engaged	6	NA	Branch	2.29166666666667	4.5	4.25	2	1.5	2.75	24.893	Thurston	yes	5.83333333333333	6	5	1	6	Environment	77.8489838128345
470	62	male	Engaged	7	99163	Branch	3.33333333333333	4.5	5	1.5	1.5	1.25	14.414	E WA Non Metro	yes	5.5	5	6	3	6	Human/Civil rights	53.0573757414164
473	59	male	Engaged	8	NA	Branch	2.75	4	5	0.75	2.25	2.25	24.595	Thurston	yes	5.83333333333333	6	3	4	6	Hunger/Poverty	47.8923711189973
474	29	male	Not Engaged	4	98387	Loan	0.333333333333333	3.5	3.5	3.25	4	2.25	0.485	W WA Metro	no	4.16666666666667	4.5	2	5	6	Human/Civil rights	0
476	37	female	Not Engaged	4	NA	Branch	1.29166666666667	3	4.25	2.25	2.5	2.25	3.279	E WA Metro	yes	4	4.5	5	4	6	Human/Civil rights	28.2787718955788
481	27	other	Not Engaged	4	NA	Loan	0.0416666666666665	3.25	3	2.75	3.5	3	4.03	Thurston	no	6	2.75	1	6	4	Health (i.e. cancer research)	4.72546496765254
482	38	female	Engaged	3	NA	Branch	0.958333333333333	5	3.25	3	4	2.5	6.926	W WA Metro	yes	2.16666666666667	3.5	1	2	4	Health (i.e. cancer research)	9.12638644880421
483	46	female	Highly Engaged	8	NA	Branch	1.33333333333333	4.25	4.25	2.25	3	3.5	19.512	W WA Metro	no	4.16666666666667	4.25	4	1	6	Health (i.e. cancer research)	49.0984326505762
484	57	male	Highly Engaged	8	98028	Branch	2.375	3.5	4.25	2.5	1.75	0.25	25.518	W WA Metro	no	4.5	4.25	4	2	4	Environment	14.8376205998138
485	54	male	Highly Engaged	4	NA	Branch	-0.125	3.25	4.5	4.25	4.25	3.5	10.337	W WA Metro	no	4.16666666666667	4	1	4	6	Hunger/Poverty	21.0614634453976
486	58	female	Engaged	6	NA	Branch	1.45833333333333	4.75	5	2.5	3.75	4	8.268	Thurston	yes	3.33333333333333	4.75	4	2	6	Human/Civil rights	16.7450595773884
487	59	male	Engaged	3	NA	Branch	0.583333333333333	3.75	3.75	3.75	3.75	2	29.94	Thurston	yes	3.83333333333333	4.25	2	5	5	Domestic abuse	4.40092148115167
488	58	female	Not Engaged	4	98506	Branch	2.66666666666667	4.5	4.5	1.75	2.25	1.5	18.682	Thurston	yes	6	6	3	4	6	Human/Civil rights	39.5563753474104
490	28	other	Highly Engaged	4	99205	Branch	0.75	3	3.5	3.5	3.25	0.75	11.822	E WA Metro	no	2.83333333333333	3	1	3	4	Education	18.9332645397329
491	75	male	Engaged	6	99003	Branch	0.875	4.25	4	3.25	2.75	3.75	25.814	E WA Metro	yes	5.66666666666667	5.75	2	3	6	Environment	21.0614634453976
492	66	female	Engaged	2	NA	Branch	0.125	5	3.25	4.25	4.75	3	3.362	Thurston	no	4	3.25	3	4	6	Health (i.e. cancer research)	16.7450595773884
493	80	male	Engaged	3	98501	Branch	0.083333333333333	5	5	5	4.75	5	0.97	Thurston	no	2.66666666666667	5.5	1	2	1	Homelessness	37.5647203323858
494	43	female	Highly Engaged	4	NA	Other	0.375	3.25	3.5	2	3.25	3.75	1.301	W WA Non Metro	yes	3.16666666666667	4.25	3	4	5	Domestic abuse	0
495	56	female	Highly Engaged	8	98466	Branch	1.25	2.75	3.25	2.25	1.5	1.5	22.542	W WA Metro	yes	5.5	4.25	4	3	4	Environment	22.456293728398
497	64	female	Highly Engaged	5	NA	Branch	1.375	4.25	4	3.5	2.25	2.5	16.397	W WA Metro	yes	5.5	5.25	6	3	6	Homelessness	22.456293728398
498	30	female	Highly Engaged	3	99159	Branch	-0.0833333333333335	3.5	2	2.25	3	3.25	23.962	E WA Non Metro	yes	2.33333333333333	3.75	2	5	3	Animal rights	4.72546496765254
499	56	female	Engaged	4	NA	Branch	1.70833333333333	3	3.25	1.75	2	0.5	7.285	W WA Metro	yes	4.83333333333333	4.25	3	5	4	Environment	6.22384284558378
501	18	female	Not Engaged	4	NA	Branch	-0.0416666666666665	2.75	2.5	3	2	3	0.356	W WA Metro	no	3.33333333333333	4	5	4	5	Education	22.456293728398
503	39	male	Not Engaged	6	NA	Branch	0.916666666666667	4.5	4	3	3.25	3.75	3.479	Thurston	yes	6	5.5	3	3	6	Environment	22.456293728398
504	25	female	Highly Engaged	3	NA	Branch	2.29166666666667	4.75	2.5	0	1.75	2.25	11.277	Thurston	no	5.66666666666667	5.5	4	5	6	Environment	5.71123415100957
505	68	female	Highly Engaged	6	NA	Branch	2.91666666666667	3.75	3.25	0.75	0.75	0.25	22.195	Thurston	yes	5.16666666666667	5.75	3	4	5	Human/Civil rights	10.1121556321612
506	48	male	Highly Engaged	4	NA	Branch	0.333333333333333	4.5	4	3.25	4	4.5	10.301	Thurston	no	5.16666666666667	4.25	2	2	6	Environment	9.12638644880421
508	27	female	Highly Engaged	4	NA	Branch	0.416666666666667	3	3	2.5	2	3.25	8.573	W WA Metro	no	4.16666666666667	4.25	6	2	4	Education	4.72546496765254
509	46	female	Not Engaged	4	NA	Loan	2.08333333333333	4.75	4.75	2.25	2	3.75	0.778	Thurston	yes	5.5	6	6	6	6	Domestic abuse	37.5048712341449
512	19	female	Not Engaged	3	NA	Branch	1.83333333333333	4.5	3.5	1.25	2.25	3	6.249	Thurston	no	4.83333333333333	4.25	3	4	6	Human/Civil rights	9.12638644880421
514	37	male	Engaged	4	98503	Branch	1.91666666666667	3	4	2.25	1.5	1	29.803	Thurston	no	2.83333333333333	2	3	6	6	Environment	0
516	50	male	Engaged	4	NA	Branch	1.58333333333333	4	4.5	2.75	3	2.25	9.279	W WA Metro	yes	4	4.75	5	4	4	Human/Civil rights	4.72546496765254
517	63	female	Engaged	3	98002	Branch	0.375	4.25	3.5	3.25	3.25	4	35.104	W WA Metro	yes	4	3.75	2	5	4	Law enforcement	28.2787718955788
518	40	female	Engaged	4	NA	Branch	0.875	4	4.25	2.75	3.75	3.25	19.255	W WA Metro	yes	4.5	4.25	3	4	5	Health (i.e. cancer research)	0
520	54	male	Engaged	6	NA	Branch	-0.208333333333333	3.25	3	3.75	3.25	3	7.586	W WA Metro	yes	2.83333333333333	4	2	5	2	Health (i.e. cancer research)	22.1584766449258
522	61	female	Engaged	4	98645	Branch	0.333333333333333	2.75	2.75	3	2	2.25	24.26	W WA Non Metro	yes	4.66666666666667	5	3	5	5	Environment	10.1121556321612
523	68	male	Engaged	5	98380	Branch	-0.25	4.75	2.75	4.5	3.75	3.75	24.474	W WA Non Metro	yes	4.33333333333333	3.5	5	4	4	Animal rights	31.3372517342106
524	67	female	Not Engaged	3	NA	Branch	1.04166666666667	5	4.75	4.5	4	3	2.041	E WA Non Metro	yes	3.83333333333333	6	5	5	4	Human/Civil rights	100
526	73	male	Highly Engaged	4	NA	Branch	0.958333333333333	3.5	4.25	2.5	2.5	3.75	7.068	Thurston	no	4.33333333333333	4.25	3	4	5	Human/Civil rights	0
527	70	male	Highly Engaged	4	98584	Branch	0.666666666666667	3.25	4.25	4.25	3.5	1.5	17.518	W WA Non Metro	yes	2.83333333333333	3.25	1	5	2	Health (i.e. cancer research)	50.4694881524176
528	49	male	Highly Engaged	2	NA	Branch	-0.291666666666667	3.5	4.25	4.5	4.25	3.75	10.386	W WA Metro	yes	5	4.75	4	1	4	Education	14.8376205998138
531	77	male	Engaged	4	NA	Branch	2.08333333333333	3	5	1.75	2.5	1.5	34.559	Thurston	yes	4.83333333333333	5.75	4	4	6	Human/Civil rights	82.1256876111703
532	35	male	Not Engaged	2	98502	Branch	0.416666666666667	3.5	3	3.25	2.75	2.5	0.384	Thurston	no	4.16666666666667	4	3	4	5	Homelessness	0
533	36	male	Engaged	3	NA	Other	1.54166666666667	4.25	4	3.5	2.25	2	2.041	Thurston	yes	4.5	5.5	4	5	5	Education	33.3325325018267
535	61	male	Not Engaged	3	98589	Branch	1.45833333333333	3.75	4	3	2	2.25	29.438	Thurston	yes	4.66666666666667	5.75	4	3	6	Education	22.516142826639
536	59	female	Engaged	5	NA	Branch	0.333333333333333	5	5	4.75	4.75	4.5	0.748	W WA Metro	no	6	4.75	4	5	4	Homelessness	57.4905368344811
538	57	female	Not Engaged	6	NA	Other	0.75	4.25	2.75	3	2.75	2.5	1.479	E WA Non Metro	yes	4.66666666666667	4.25	2	3	4	Hunger/Poverty	19.7740424733994
540	46	female	Engaged	3	NA	Branch	-0.5	3.5	2.5	4	3.25	3.25	23.652	W WA Metro	no	4.16666666666667	3.75	4	4	5	Law enforcement	22.9689024229722
541	41	female	Engaged	4	NA	Branch	0.958333333333333	4.25	3.5	3.25	3.5	2	11.362	W WA Metro	no	6	6	6	3	6	Homelessness	33.3325325018267
542	68	male	Not Engaged	6	98506	Branch	1.33333333333333	4	3.5	3	1.75	2.5	18.929	Thurston	yes	5.16666666666667	6	5	5	6	Specify	69.9713757797968
543	70	male	Not Engaged	3	98632	Loan	-0.458333333333333	3.25	4	4.25	3.75	4.25	0.068	W WA Non Metro	yes	2.66666666666667	4.25	2	6	5	Law enforcement	14.8376205998138
544	71	male	Not Engaged	6	98902	Branch	1.95833333333333	3.75	4	2.75	0.5	2.5	3.934	E WA Non Metro	yes	5.16666666666667	5	3	5	4	Human/Civil rights	9.12638644880421
545	63	male	Not Engaged	4	98501	Branch	0.416666666666667	4.25	3.75	4.75	3.25	2.75	38.71	Thurston	yes	1.66666666666667	2.5	1	3	2	Hunger/Poverty	10.6247643267355
546	37	male	Highly Engaged	3	98501	Other	2.45833333333333	5	4.75	2.5	2.25	2.5	1.825	Thurston	no	4.83333333333333	6	3	3	6	Animal rights	22.456293728398
549	32	female	Highly Engaged	6	NA	Loan	1.75	4.25	3.75	3	1.75	2	1.477	E WA Non Metro	yes	2.66666666666667	5	3	5	6	Education	14.8376205998138
550	64	female	Engaged	6	NA	Branch	1.91666666666667	4.75	3.25	2	2.25	2	42.855	Thurston	yes	5.33333333333333	6	3	2	6	Hunger/Poverty	22.456293728398
551	41	female	Engaged	4	98513	Branch	0.708333333333333	3.25	3	2.25	1.75	3.25	20.348	Thurston	no	4.83333333333333	4	3	4	6	Health (i.e. cancer research)	0
552	51	female	Highly Engaged	3	NA	Branch	0.875	4.5	4.25	3.75	3.25	3.5	25.937	Thurston	no	3.66666666666667	4.25	5	5	5	Specify	0
553	44	other	Not Engaged	4	NA	Branch	-0.5	3.75	3.25	3.75	4.25	4	6.786	W WA Metro	yes	3.83333333333333	2	2	4	5	Hunger/Poverty	9.12638644880421
554	69	male	Not Engaged	6	NA	Branch	1.41666666666667	2	4.5	2.75	1	1.75	29.995	Thurston	yes	4.66666666666667	5	4	4	3	Environment	21.0614634453976
555	25	female	Not Engaged	4	99163	Branch	1.16666666666667	4.5	5	3.5	3.5	3.75	3.397	E WA Non Metro	yes	3.83333333333333	5	5	2	5	Education	28.7399856722228
557	60	male	Engaged	6	NA	Branch	0.708333333333333	3.75	3	2.5	2.75	2.75	31.011	W WA Metro	no	5	4.75	3	3	5	Environment	52.0970633909671
565	69	male	Highly Engaged	5	99224	Branch	0.375	4	4.25	3.75	3.5	4	29.849	E WA Metro	yes	3.5	4	3	4	4	Law enforcement	4.40092148115167
566	61	female	Highly Engaged	3	NA	Branch	0.75	4.75	3.75	4.75	2.5	3.25	25.263	E WA Metro	no	3.83333333333333	6	3	5	5	Hunger/Poverty	45.1833934609701
567	70	male	Engaged	4	98105	Branch	0.125	3.5	3.25	2.75	3.75	3.25	39.874	W WA Metro	yes	3	5	1	5	6	Environment	24.6444986907425
569	44	female	Not Engaged	4	NA	Branch	0.166666666666667	3.5	3.5	3.25	3.25	3.5	2.375	W WA Metro	no	4.16666666666667	4.5	6	6	6	Health (i.e. cancer research)	0
573	30	female	Engaged	2	NA	Branch	2.04166666666667	4.75	5	4.5	1.75	2.25	3.723	W WA Metro	no	3.16666666666667	3.25	3	3	3	Domestic abuse	12.3441380962368
574	55	female	Not Engaged	8	NA	Branch	1.58333333333333	3	3.5	1.75	2.25	1	21.682	W WA Metro	yes	6	6	2	2	6	Environment	63.6307757091574
575	40	female	Highly Engaged	4	NA	Branch	2.625	5	4.75	2.25	2	2.5	6.395	E WA Non Metro	no	5.66666666666667	6	2	4	6	Human/Civil rights	15.350229294388
577	33	female	Highly Engaged	4	NA	Loan	-0.833333333333333	4.25	2.25	3.75	3.75	4.75	1.595	Thurston	no	4.66666666666667	5	2	5	4	Education	18.0553722472463
579	72	male	Engaged	6	NA	Branch	1.875	4	4.25	2.25	1.75	2.75	25.94	W WA Metro	yes	5.66666666666667	5.5	5	4	6	Environment	26.3713329180041
581	45	male	Engaged	6	NA	Branch	2.29166666666667	4.25	5	2.75	2.5	1.75	19.86	W WA Metro	yes	4.66666666666667	5	3	4	6	Environment	4.40092148115167
582	39	male	Not Engaged	2	99201	Branch	0	5	5	5	5	5	1.315	E WA Metro	no	5.5	5.25	1	6	6	Environment	14.8376205998138
583	65	female	Highly Engaged	3	NA	Branch	0.666666666666667	5	4.5	3.5	4	4.75	6.901	E WA Non Metro	no	3	4.5	1	3	1	Law enforcement	23.0287515212132
587	39	male	Engaged	3	NA	Branch	0.916666666666667	4.25	4.25	3.25	3.5	3.25	1.929	W WA Metro	yes	2.66666666666667	4	4	4	4	Law enforcement	20.0026252222329
588	30	female	Not Engaged	4	NA	Loan	1.41666666666667	4.5	3	3.25	1.75	2	0.863	W WA Metro	no	3	3.5	5	5	6	Education	9.12638644880421
590	72	female	Highly Engaged	3	98512	Branch	3.70833333333333	4.5	3.75	0.5	0.75	0	9.485	Thurston	yes	5.33333333333333	5.25	1	3	4	Human/Civil rights	16.7450595773884
591	68	male	Not Engaged	5	NA	Branch	2.70833333333333	5	4.25	1.5	3	1.25	5.151	Thurston	yes	5	5.75	4	5	6	Homelessness	16.8049086756294
592	60	female	Highly Engaged	3	98531	Branch	0.5	4.5	4.5	4.25	3.75	4	9.616	W WA Non Metro	no	4.66666666666667	4	4	5	6	Education	16.8049086756294
594	39	male	Highly Engaged	4	98908	Other	0.666666666666667	4.5	3.5	3.25	3.25	3.5	1.047	E WA Non Metro	no	3.16666666666667	1	3	6	6	Health (i.e. cancer research)	4.72546496765254
595	46	male	Engaged	4	98321	Branch	0.708333333333333	3.25	3.5	2.25	3	2.75	33.507	W WA Metro	no	4.33333333333333	4.25	4	6	5	Health (i.e. cancer research)	10.6247643267355
596	21	female	Highly Engaged	3	NA	Branch	1.16666666666667	5	3.5	2.75	3.25	3.25	7.375	W WA Metro	no	5.83333333333333	6	2	4	4	Environment	36.358658800807
597	63	female	Highly Engaged	3	99223	Branch	1	3.75	4.75	3.25	3	3.5	10.786	E WA Metro	no	5.16666666666667	6	5	3	4	Human/Civil rights	14.8376205998138
600	68	female	Highly Engaged	6	98516	Branch	1.95833333333333	4.5	4.25	2.25	2.5	2.5	26.014	Thurston	yes	5	6	6	5	6	Human/Civil rights	49.0385835523352
601	37	male	Highly Engaged	4	NA	Branch	-1.70833333333333	1.5	1.75	3.5	3.75	2.75	11.274	E WA Non Metro	no	1	2.5	1	6	1	Law enforcement	4.40092148115167
602	74	female	Not Engaged	6	NA	Loan	1.33333333333333	4.25	3.75	2.5	2.5	3	1.652	W WA Metro	no	3.16666666666667	4.5	2	1	6	Animal rights	0
603	30	male	Highly Engaged	6	NA	Branch	1.66666666666667	2.75	3.75	1.5	1.5	1.75	13.501	Thurston	yes	4.83333333333333	4.5	4	2	4	Environment	9.12638644880421
604	29	male	Not Engaged	3	98233	Loan	-0.833333333333333	2.25	3.25	4	3.5	3.25	1.351	W WA Non Metro	no	2.83333333333333	2.5	3	6	6	Law enforcement	9.12638644880421
605	45	female	Engaged	7	98117	Branch	2.54166666666667	4.25	4	2.25	1	1.5	22.312	W WA Metro	no	5	5	3	3	6	Human/Civil rights	22.456293728398
606	62	female	Not Engaged	4	NA	Branch	0.583333333333333	4	4	3.5	4.25	2.5	0.485	W WA Metro	yes	4.83333333333333	5	3	2	4	Hunger/Poverty	26.6154125191495
607	50	male	Highly Engaged	4	98502	Branch	1.54166666666667	4.5	4.25	3.75	2.5	2.25	34.466	Thurston	no	5	6	4	4	5	Human/Civil rights	22.456293728398
608	24	female	Highly Engaged	4	98501	Branch	0.375	3	2.25	2.5	2.25	2	23.493	Thurston	no	4.33333333333333	5	3	5	6	Human/Civil rights	9.12638644880421
609	65	male	Engaged	4	98675	Branch	-0.041666666666667	4.25	4	4.25	3.75	4.5	39.833	W WA Non Metro	yes	3	4.75	2	6	2	Domestic abuse	22.456293728398
611	51	female	Not Engaged	4	98034	Branch	0.583333333333333	4.5	4.5	4.25	4.5	3	15.729	W WA Metro	no	5.5	4.5	3	5	6	Environment	16.7450595773884
612	78	female	Not Engaged	4	NA	Branch	1.83333333333333	4	4.5	2.75	2.5	2	36.699	Thurston	no	4.16666666666667	4.25	1	5	6	Environment	18.3032865535607
616	76	female	Highly Engaged	7	98177	Branch	0.791666666666667	4	3.75	3.75	3	2.5	28.874	W WA Metro	yes	3.66666666666667	3.5	1	5	6	Health (i.e. cancer research)	16.8049086756294
618	63	female	Not Engaged	3	99224	Branch	0.75	5	5	4.25	3.75	4.75	19.811	E WA Metro	yes	5.66666666666667	5.5	2	4	6	Specify	37.5048712341449
620	64	female	Highly Engaged	6	NA	Branch	1.25	4.5	4	3.5	2.5	3	11.225	W WA Non Metro	yes	4.66666666666667	4.25	2	5	3	Education	16.8049086756294
621	41	male	Engaged	3	NA	Branch	-0.291666666666667	2	2.25	2.75	2	2.5	16.348	W WA Metro	no	3.16666666666667	4.25	5	4	3	Health (i.e. cancer research)	0
623	49	female	Engaged	5	NA	Branch	1.33333333333333	4.25	3.75	3	3	2	3.079	Thurston	yes	5.16666666666667	4.5	5	5	5	Education	34.7466943423079
624	85	female	Highly Engaged	2	98512	Branch	0.375	4.75	5	4.5	4.25	4.75	35.778	Thurston	yes	5.16666666666667	6	6	5	4	Domestic abuse	63.6307757091574
625	60	female	Highly Engaged	3	NA	Branch	0.541666666666667	4.75	4.5	3.75	4.5	4	5.753	W WA Non Metro	yes	5.33333333333333	5.25	2	4	5	Domestic abuse	28.6801365739818
626	71	male	Not Engaged	4	98102	Branch	0.458333333333333	3	4.75	3	3.75	3.5	0.011	W WA Metro	yes	4.16666666666667	4.75	4	4	6	Human/Civil rights	4.40092148115167
627	66	male	Not Engaged	3	NA	Loan	0.916666666666667	4.75	3.75	3.5	3	3.5	2.858	W WA Metro	yes	5.16666666666667	4.5	4	3	4	Health (i.e. cancer research)	21.0614634453976
628	58	female	Engaged	5	NA	Branch	2.125	4.75	4	1	2	3.75	36.732	Thurston	yes	4.66666666666667	6	4	1	5	Domestic abuse	49.0385835523352
629	59	female	Highly Engaged	3	NA	Branch	-0.416666666666667	4	2	2	3.75	4.5	21.178	Thurston	no	5.16666666666667	5.25	3	5	5	Hunger/Poverty	19.4494989868985
630	69	female	Highly Engaged	3	NA	Branch	-0.458333333333333	2	1.75	1.75	2.5	2.75	11.512	W WA Metro	yes	3.83333333333333	3	2	4	5	Domestic abuse	23.6623552599768
